code,title,section,class,subclass
G06M,"COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR (counting by measuring volume or weight of articles to be counted G01F, G01G; computers G06CÂ -Â G06J; counting electric pulses H03K; counting characters, words or messages in switching networks for transmission of digital information H04L12/08)",G,6,M
G06N,COMPUTING ARRANGEMENTS BASED ON SPECIFIC COMPUTATIONAL MODELS,G,6,N
G06Q,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",G,6,Q
G06T,"IMAGE DATA PROCESSING OR GENERATION, IN GENERAL",G,6,T
G06V,IMAGE OR VIDEO RECOGNITION OR UNDERSTANDING,G,6,V
G07B,TICKET-ISSUING APPARATUS; FARE-REGISTERING APPARATUS; FRANKING APPARATUS,G,7,B
G07C,"TIME OR ATTENDANCE REGISTERS; REGISTERING OR INDICATING THE WORKING OF MACHINES; GENERATING RANDOM NUMBERS; VOTING OR LOTTERY APPARATUS; ARRANGEMENTS, SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE",G,7,C
G07D,"HANDLING OF COINS OR VALUABLE PAPERS, e.g. TESTING, SORTING BY DENOMINATIONS, COUNTING, DISPENSING, CHANGING OR DEPOSITING",G,7,D
G07F,"COIN-FREED OR LIKE APPARATUS (coin sorting G07D3/00; coin testing G07D5/00; {handling coins or paper currencies apart from payment activated apparatus G07D; payment architectures, schemes or protocols G06Q20/00})",G,7,F
G07G,"REGISTERING THE RECEIPT OF CASH, VALUABLES, OR TOKENS (digital computing in general G06C, G06F)",G,7,G
G08B,SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS,G,8,B
G08C,"TRANSMISSION SYSTEMS FOR MEASURED VALUES, CONTROL OR SIMILAR SIGNALS (fluid pressure transmitting systems F15B; mechanical means for transferring the output of a sensing member into a different variable G01D5/00; mechanical control system G05G)",G,8,C
G08G,"TRAFFIC CONTROL SYSTEMS (guiding railway traffic, ensuring the safety of railway traffic B61L; arrangement of road signs or traffic signals E01F9/00; radar or analogous systems, sonar systems, lidar systems specially adapted for traffic control G01S13/91, G01S15/88, G01S17/88; {radar or analogous systems, sonar systems, lidar systems specially adapted for anti-collision purposes G01S13/93, G01S15/93, G01S17/93})",G,8,G
G09B,"EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING, OR COMMUNICATING WITH, THE BLIND, DEAF OR MUTE; MODELS; PLANETARIA; GLOBES; MAPS; DIAGRAMS (devices for psychotechnics or for testing reaction times A61B5/16; games, sports, amusements A63; projectors, projector screens G03B)",G,9,B
G09C,CIPHERING OR DECIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY,G,9,C
G09D,RAILWAY OR LIKE TIME OR FARE TABLES; PERPETUAL CALENDARS (calendar blocks B42D5/04; clockwork driven G04B; comprising computing means G06C),G,9,D
G09F,DISPLAYING; ADVERTISING; SIGNS; LABELS OR NAME-PLATES; SEALS,G,9,F
G09G,"ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION (lighting in general F21; arrangements for displaying electric variables or waveforms G01R3/00; devices or arrangements for the control of light beams G02F1/00; indicating of time by visual means G04B19/00, G04C17/00, G04G9/00; arrangements for transferring data between computers and peripheral equipment G06F3/00; visible signalling arrangements or devices G08B5/00; traffic control systems G08G; display, advertising, signs G09F, e.g. static indicating arrangements comprising an association of a number of separate sources or light control cells G09F9/00; static indicating arrangements comprising integral associations of a number of light sources H01J, H01K, H01L, H05B33/12; circuits in pulse counters for indicating the result H03K21/18; coding, decoding or code conversion, in general H03M; reproducing a picture or pattern using electric signals representing parts thereof and produced by scanning an original H04N)",G,9,G
G10B,"ORGANS, HARMONIUMS OR SIMILAR WIND MUSICAL INSTRUMENTS WITH ASSOCIATED BLOWING APPARATUS (accordions, concertinas or the like or keyboards therefor G10D11/00; automatic wind instruments G10F1/12)",G,10,B
G10C,"PIANOS, HARPSICHORDS, SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARDS (automatic musical instruments G10F)",G,10,C
G10D,"STRINGED MUSICAL INSTRUMENTS; WIND MUSICAL INSTRUMENTS; ACCORDIONS OR CONCERTINAS; PERCUSSION MUSICAL INSTRUMENTS; AEOLIAN HARPS; SINGING-FLAME MUSICAL INSTRUMENTS; MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR (organs, harmoniums or similar wind musical instruments with associated blowing apparatus G10B; pianos, harpsichords, spinets or similar stringed musical instruments with one or more keyboards G10C; automatic musical instruments G10F; electrophonic musical instruments in which tones are generated by electromechanical means G10H)",G,10,D
G10F,AUTOMATIC MUSICAL INSTRUMENTS (non-musical aspects of toy instruments A63H5/00; sound recording or reproducing G11B; working in association with recording or reproducing apparatus G11B31/02),G,10,F
G10G,"REPRESENTATION OF MUSIC; RECORDING MUSIC IN NOTATION FORM; ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR, e.g. SUPPORTS (music stands A47B; non-musical aspects of musical toy instruments A63H5/00; metronomes G04F5/02; teaching music G09B15/00)",G,10,G
G10H,ELECTROPHONIC MUSICAL INSTRUMENTS (electronic circuits in general H03),G,10,H
G10K,"SOUND-PRODUCING DEVICES (sound-producing toys A63H5/00); METHODS OR DEVICES FOR PROTECTING AGAINST, OR FOR DAMPING, NOISE OR OTHER ACOUSTIC WAVES IN GENERAL; ACOUSTICS NOT OTHERWISE PROVIDED FOR",G,10,K
G10L,SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; SPEECH OR VOICE PROCESSING; SPEECH OR AUDIO CODING OR DECODING,G,10,L
G11B,"INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER (recording measured values in a way that does not require playback through a transducer G01D9/00; recording or playback apparatus using mechanically marked tape, e.g. punched paper tape, or using unit records, e.g. punched or magnetically marked cards G06K; transferring data from one type of record carrier to another G06K1/18; circuits for coupling output of reproducer to radio receiver H04B1/20; gramophone pick-ups or like acoustic electromechanical transducers or circuits therefor H04R)",G,11,B
G11C,"STATIC STORES (semiconductor devices for storage H01L, e.g. H01L27/108 â€“ H01L27/11597)",G,11,C
G12B,"CONSTRUCTIONAL DETAILS OF INSTRUMENTS, OR COMPARABLE DETAILS OF OTHER APPARATUS, NOT OTHERWISE PROVIDED FOR",G,12,B
G16B,"BIOINFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR GENETIC OR PROTEIN-RELATED DATA PROCESSING IN COMPUTATIONAL MOLECULAR BIOLOGY",G,16,B
G16C,COMPUTATIONAL CHEMISTRY; CHEMOINFORMATICS; COMPUTATIONAL MATERIALS SCIENCE,G,16,C
G16H,"HEALTHCARE INFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA",G,16,H
G16Y,INFORMATION AND COMMUNICATION TECHNOLOGY SPECIALLY ADAPTED FOR THE INTERNET OF THINGS [IoT],G,16,Y
G16Z,"INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR SPECIFIC APPLICATION FIELDS, NOT OTHERWISE PROVIDED FOR",G,16,Z
G21B,FUSION REACTORS (uncontrolled reactors G21J),G,21,B
G21C,"NUCLEAR REACTORS (fusion reactors, hybrid fission-fusion reactors G21B; nuclear explosives G21J)",G,21,C
G21D,NUCLEAR POWER PLANT,G,21,D
G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR (radiation protection by pharmaceutical means A61K8/00, A61Q17/04; in cosmonautic vehicles B64G1/54; combined with a reactor G21C11/00; combined with X-ray tubes H01J35/16; combined with X-ray apparatus H05G1/02)",G,21,F
G21G,"CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES (applications of radiation in general G21H5/00; handling particles, e.g. neutrons, or electromagnetic radiation not otherwise provided for G21K)",G,21,G
G21H,"OBTAINING ENERGY FROM RADIOACTIVE SOURCES; APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES, NOT OTHERWISE PROVIDED FOR; UTILISING COSMIC RADIATION (measurement of nuclear or X-radiation G01T; fusion reactors G21B; nuclear reactors G21C; lamps in which a gas filling is excited to luminescence by external corpuscular radiation or by radioactive material structurally associated with the lamp H01J65/04, H01J65/06)",G,21,H
G21J,"NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF (electric or magnetic analogue computers, e.g. simulators, for nuclear physics G06G7/54)",G,21,J
G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,G,21,K
G99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,G,99,Z
H01B,"CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE, INSULATING OR DIELECTRIC PROPERTIES (selection for magnetic properties H01F1/00; waveguides H01P {; printed circuits H05K})",H,1,B
H01C,RESISTORS,H,1,C
H01F,"MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B35/26; alloys C22C; {construction of loading coils H01B} ; thermomagnetic devices H01L37/00; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R)",H,1,F
H01G,"CAPACITORS; CAPACITORS, RECTIFIERS, DETECTORS, SWITCHING DEVICES OR LIGHT-SENSITIVE DEVICES, OF THE ELECTROLYTIC TYPE (selection of specified materials as dielectric H01B3/00; capacitors with potential-jump or surface barrier H01L29/00)",H,1,G
H01H,ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B7/10; electrolytic self-interrupters H01G9/18; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K17/00),H,1,H
H01J,ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T; arc lamps with consumable electrodes H05B; particle accelerators H05H),H,1,J
H01K,"ELECTRIC INCANDESCENT LAMPS (details, apparatus or processes for manufacture applicable to both discharge devices and incandescent lamps H01J; light sources using a combination of incandescent and other types of light generation H01J61/96, H05B35/00)",H,1,K
H01L,"SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G9/00; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application)",H,1,L
H01M,"PROCESSES OR MEANS, e.g. BATTERIES, FOR THE DIRECT CONVERSION OF CHEMICAL ENERGY INTO ELECTRICAL ENERGY",H,1,M
H01P,"WAVEGUIDES; RESONATORS, LINES, OR OTHER DEVICES OF THE WAVEGUIDE TYPE (operating at optical frequencies G02B)",H,1,P
H01Q,"ANTENNAS, i.e. RADIO AERIALS (radiators or antennas for microwave heating H05B6/72)",H,1,Q
H01R,ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS,H,1,R
H01S,DEVICES USING THE PROCESS OF LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION [LASER] TO AMPLIFY OR GENERATE LIGHT; DEVICES USING STIMULATED EMISSION OF ELECTROMAGNETIC RADIATION IN WAVE RANGES OTHER THAN OPTICAL,H,1,S
H01T,SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES (overvoltage protection circuits H02H),H,1,T
H02B,"BOARDS, SUBSTATIONS, OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER (basic electric elements, their assembly, including the mounting in enclosures or on bases, or the mounting of covers thereon, see the subclasses for such elements, e.g. transformers H01F, switches, fuses H01H, line connectors H01R; installation of lines, cables, or other conductors for supply or distribution H02G)",H,2,B
H02G,"INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES (distribution points incorporating switches H02B; guiding telephone cords H04M1/15; cable ducts or mountings for telephone or telegraph exchange installations H04Q1/06)",H,2,G
H02H,"EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R, e.g. G01R31/00, G08B; locating faults along lines G01R31/08; emergency protective devices H01H)",H,2,H
H02J,CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY,H,2,J
H02K,DYNAMO-ELECTRIC MACHINES (dynamo-electric relays H01H53/00; conversion of DC or AC input power into surge output power {H03K3/53}),H,2,K
H02M,"APPARATUS FOR CONVERSION BETWEEN AC AND AC, BETWEEN AC AND DC, OR BETWEEN DC AND DC, AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF (transformers H01F; dynamo-electric converters H02K47/00; controlling transformers, reactors or choke coils, control or regulation of electric motors, generators or dynamo-electric converters H02P)",H,2,M
H02N,ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR,H,2,N
H02P,"CONTROL OR REGULATION OF ELECTRIC MOTORS, ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS, REACTORS OR CHOKE COILS",H,2,P
H02S,"GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRA-RED RADIATION, VISIBLE LIGHT OR ULTRAVIOLET LIGHT, e.g. USING PHOTOVOLTAIC [PV] MODULES (obtaining electrical energy from radioactive sources G21H1/12; light sensitive inorganic semiconductor devices H01L31/00; thermoelectric devices H01L35/00; pyroelectric devices H01L37/00; light sensitive organic semiconductor devices H01L51/42)",H,2,S
H03B,"GENERATION OF OSCILLATIONS, DIRECTLY OR BY FREQUENCY-CHANGING, BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER; GENERATION OF NOISE BY SUCH CIRCUITS (measuring, testing G01R; generators adapted for electrophonic musical instruments G10H; Speech synthesis G10L; masers, lasers H01S; dynamo-electric machines H02K; power inverter circuits H02M; by using pulse techniques H03K; automatic control of generators H03L; starting, synchronisation or stabilisation of generators where the type of generator is irrelevant or unspecified H03L; generation of oscillations in plasma H05H)",H,3,B
H03C,"MODULATION (measuring, testing G01R; masers, lasers H01S; modulators specially adapted for use in the amplifiers H03F3/38; modulating pulses H03K7/00; so-called modulators capable only of a switching between predetermined states of amplitude, frequency or phase H03K17/00, H04L; coding, decoding or code conversion, in general H03M; synchronous modulators specially adapted for colour television H04N9/65)",H,3,C
H03D,"DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER (masers, lasers H01S; circuits capable of acting both as modulator and demodulator H03C; details applicable to both modulators and frequency-changers H03C; demodulating pulses H03K9/00; transforming types of pulse modulation H03K11/00; coding, decoding or code conversion, in general H03M; repeater stations H04B7/14; demodulators adapted for ac systems of digital information transmission H04L27/00; synchronous demodulators adapted for colour television H04N9/66)",H,3,D
H03F,"AMPLIFIERS (measuring, testing G01R; optical parametric amplifiers G02F; circuit arrangement with secondary emission tubes H01J43/30; masers, lasers H01S; control of amplification H03G; coupling arrangements independent of the nature of the amplifiers, voltage dividers H03H; amplifiers capable only of dealing with pulses H03K; repeater circuits in transmission lines H04B3/36, H04B3/58; application of speech amplifiers in telephonic communication H04M1/60, H04M3/40)",H,3,F
H03G,"CONTROL OF AMPLIFICATION (impedance networks, e.g. attenuators, H03H; control of transmission in lines H04B3/04)",H,3,G
H03H,"IMPEDANCE NETWORKS, e.g. RESONANT CIRCUITS; RESONATORS (measuring, testing G01R; arrangements for producing a reverberation or echo sound G10K15/08; impedance networks or resonators consisting of distributed impedances, e.g. of the waveguide type, H01P; control of amplification, e.g. bandwidth control of amplifiers, H03G; tuning resonant circuits, e.g. tuning coupled resonant circuits, H03J; networks for modifying the frequency characteristics of communication systems H04B)",H,3,H
H03J,"TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS (indicating arrangements for measuring G01D; measuring, testing G01R; remote-control in general G05, G08; automatic control or stabilisation of generators H03L)",H,3,J
H03K,"PULSE TECHNIQUE (measuring pulse characteristics G01R; modulating sinusoidal oscillations with pulses H03C; transmission of digital information H04L; discriminator circuits detecting phase difference between two signals by counting or integrating cycles of oscillation H03D3/04; automatic control, starting, synchronisation or stabilisation of generators of electronic oscillations or pulses where the type of generator is irrelevant or unspecified H03L; coding, decoding or code conversion, in general H03M)",H,3,K
H03L,"AUTOMATIC CONTROL, STARTING, SYNCHRONISATION, OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES (of dynamo-electric generators H02P)",H,3,L
H03M,"CODING; DECODING; CODE CONVERSION IN GENERAL (using fluidic means F15C4/00; optical analogue/digital converters G02F7/00; coding, decoding or code conversion, specially adapted for particular applications, see the relevant subclasses, e.g. G01D, G01R, G06F, G06T, G09G, G10L, G11B, G11C, H04B, H04L, H04M, H04N; ciphering or deciphering for cryptography or other purposes involving the need for secrecy G09C)",H,3,M
H04B,TRANSMISSION,H,4,B
H04H,BROADCAST COMMUNICATION (multiplex communication H04J; pictorial communication aspects of broadcast systems H04N),H,4,H
H04J,MULTIPLEX COMMUNICATION (transmission in general H04B; peculiar to transmission of digital information H04L5/00; systems for the simultaneous or sequential transmission of more than one television signal H04N7/08; in exchanges H04Q11/00; stereophonic systems H04S),H,4,J
H04K,SECRET COMMUNICATION; JAMMING OF COMMUNICATION,H,4,K
H04L,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION ({coding or ciphering apparatus for cryptographic or other purposes involving the need for secrecy G09C;} arrangements common to telegraphic and telephonic communication H04M)",H,4,L
H04M,TELEPHONIC COMMUNICATION (circuits for controlling other apparatus via a telephone cable and not involving telephone switching apparatus G08),H,4,M
H04N,"PICTORIAL COMMUNICATION, e.g. TELEVISION",H,4,N
H04Q,"SELECTING (switches, relays, selectors H01H; wireless communication networks H04W)",H,4,Q
H04R,"LOUDSPEAKERS, MICROPHONES, GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS; DEAF-AID SETS; PUBLIC ADDRESS SYSTEMS (generating mechanical vibrations in general B06B; transducers for measuring particular variables G01; transducers in clocks G04; producing sounds with frequency not determined by supply frequency G10K; transducers in recording or reproducing heads G11B; transducers in motors H02)",H,4,R
H04S,STEREOPHONIC SYSTEMS,H,4,S
H04T,INDEXING SCHEME RELATING TO STANDARDS FOR ELECTRIC COMMUNICATION TECHNIQUE (CLASS H04),H,4,T
H04W,"WIRELESS COMMUNICATION NETWORKS (broadcast communication H04H; communication systems using wireless links for non-selective communication, e.g. wireless extensions H04M1/72)",H,4,W
H05B,"ELECTRIC HEATING; ELECTRIC LIGHT SOURCES NOT OTHERWISE PROVIDED FOR; CIRCUIT ARRANGEMENTS FOR ELECTRIC LIGHT SOURCES, IN GENERAL",H,5,B
H05C,"ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING, STUNNING, OR GUIDING LIVING BEINGS (stationary means for catching or killing insects by electric means A01M1/22; apparatus for the destruction of noxious animals, other than insects, by electricity A01M19/00; electric traps for animals A01M23/38; scaring devices for animals A01M29/00; slaughtering or stunning by electric current A22B3/06)",H,5,C
H05F,"STATIC ELECTRICITY; NATURALLY-OCCURRING ELECTRICITY (electrostatic machines H02N; uses of electricity in performing operations, e.g. precipitation, see the relevant subclasses for the operations)",H,5,F
H05G,"X-RAY TECHNIQUE (apparatus for radiation diagnosis A61B6/00; X-ray therapy A61N; testing by X-rays G01N; apparatus for X-ray photography G03B; filters, conversion screens, microscopes G21K; X-ray tubes H01J35/00; TV systems having X-ray input H04N5/321)",H,5,G
H05H,"PLASMA TECHNIQUE (fusion reactors G21B; ion-beam tubes H01J27/00; magnetohydrodynamic generators H02K44/08; producing X-rays involving plasma generation H05G2/00); PRODUCTION OF ACCELERATED ELECTRICALLY-CHARGED PARTICLES OR OF NEUTRONS (obtaining neutrons from radioactive sources G21, e.g. G21B, G21C, G21G); PRODUCTION OR ACCELERATION OF NEUTRAL MOLECULAR OR ATOMIC BEAMS (atomic clocks G04F5/14; devices using stimulated emission H01S; frequency regulation by comparison with a reference frequency determined by energy levels of molecules, atoms, or subatomic particles H03L7/26)",H,5,H
H05K,PRINTED CIRCUITS; CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS; MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS,H,5,K
H99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,H,99,Z
Y02A,TECHNOLOGIES FOR ADAPTATION TO CLIMATE CHANGE,Y,2,A
Y02B,"CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO BUILDINGS, e.g. HOUSING, HOUSE APPLIANCES OR RELATED END-USER APPLICATIONS",Y,2,B
Y02C,"CAPTURE, STORAGE, SEQUESTRATION OR DISPOSAL OF GREENHOUSE GASES [GHG]",Y,2,C
Y02D,"CLIMATE CHANGE MITIGATION TECHNOLOGIES IN INFORMATION AND COMMUNICATION TECHNOLOGIES [ICT], I.E. INFORMATION AND COMMUNICATION TECHNOLOGIES AIMING AT THE REDUCTION OF THEIR OWN ENERGY USE",Y,2,D
Y02E,"REDUCTION OF GREENHOUSE GAS [GHG] EMISSIONS, RELATED TO ENERGY GENERATION, TRANSMISSION OR DISTRIBUTION",Y,2,E
Y02P,CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS,Y,2,P
Y02T,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION,Y,2,T
Y02W,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO WASTEWATER TREATMENT OR WASTE MANAGEMENT,Y,2,W
Y04S,"SYSTEMS INTEGRATING TECHNOLOGIES RELATED TO POWER NETWORK OPERATION, COMMUNICATION OR INFORMATION TECHNOLOGIES FOR IMPROVING THE ELECTRICAL POWER GENERATION, TRANSMISSION, DISTRIBUTION, MANAGEMENT OR USAGE, i.e. SMART GRIDS",Y,4,S
Y10S,TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS,Y,10,S
Y10T,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION,Y,10,T
